large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,19,103,8,25,19,8,48,5,19,0,0,3,3,27,3,3,6,0,3,0,0,3,0,0,0,0,3,0,17,0,0,0,0,19,0,0,0,16,0,0,0,9,0,5,3,0,0,0,0,0,0,0,0,3,16,0,0,0,0,6,0,0,0,0,0,0,56,16,32,9,26,19,25,585
1,tokyo_meguro_shinagawa_ota,43,478,21,48,28,17,33,49,19,10,28,45,23,75,39,76,22,31,8,0,24,9,5,3,19,26,23,15,21,18,3,15,5,18,9,0,5,13,49,11,3,21,3,14,0,11,6,0,4,5,0,5,10,2,7,3,16,9,9,13,10,0,2,4,0,0,138,34,68,32,236,19,150,2220
2,tokyo_toshima_bunkyo_shinjuku_shibuya,51,0,123,153,58,63,6,153,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,725
3,tokyo_arakawa_taito_sumida_koto,21,37,40,223,43,31,139,54,27,2,7,13,13,20,6,11,0,0,0,0,6,5,8,0,12,6,34,17,6,66,0,0,16,12,3,0,0,22,80,28,3,63,3,3,2,0,38,8,9,5,0,1,0,3,18,0,14,13,19,7,14,0,3,5,0,0,146,36,27,67,314,0,205,2034
4,tokyo_nakano_suginami_setagaya,0,3,0,0,12,5,11,0,3,0,0,0,0,11,9,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,10,0,9,3,20,0,15,159
5,tokyo_nerima_itabashi_kita,41,9,155,60,4,92,23,6,3,3,0,1,0,9,0,3,0,12,0,0,1,0,0,0,0,25,21,45,89,23,0,12,25,14,0,0,0,12,3,17,17,10,0,0,0,0,1,0,4,0,9,17,9,0,0,0,7,10,5,0,9,0,3,0,0,0,31,22,3,9,75,0,26,975
6,tokyo_adachi_katsushika_edogawa,215,33,26,160,0,50,358,23,18,0,8,13,9,11,15,5,0,0,15,0,11,3,0,0,10,7,7,62,52,127,0,9,3,20,7,3,0,32,109,52,4,16,16,7,0,0,12,3,5,3,4,10,3,7,6,0,0,7,16,7,3,0,0,0,0,0,49,22,43,36,94,8,128,1981
7,chofu_nishitokyo_fuchu_musashino_etc,29,8,43,7,38,41,0,315,93,98,0,0,4,6,10,0,9,17,3,2,9,2,0,2,5,5,4,3,77,3,6,4,3,4,9,0,0,3,3,3,0,0,3,0,0,0,4,10,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,42,21,17,27,87,5,21,1126
8,machida_tama_hachioji_inagi_etc,0,7,0,0,6,4,5,175,278,71,6,14,10,7,7,0,17,52,0,0,0,3,0,0,3,4,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,6,3,23,10,18,3,58,817
9,mizuho_fussa_hamura_akiruno_etc,3,7,6,4,4,0,0,42,24,60,0,0,3,10,0,4,7,0,3,0,6,0,0,0,6,0,0,6,18,7,6,0,0,7,0,0,3,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,0,24,7,11,4,56,0,122,475
10,yokohama_nishi_naka,0,3,0,0,0,0,0,6,0,0,74,51,24,15,82,17,0,0,0,3,10,6,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,3,0,0,0,4,0,5,2,0,0,8,358
11,yokohama_isogo_minami_kanazawa_konan,0,14,0,0,0,0,7,10,0,0,19,73,87,91,22,28,4,27,19,8,20,9,0,0,18,28,3,0,0,3,0,0,3,3,8,0,0,5,11,0,0,3,0,0,0,0,4,0,3,7,0,0,0,7,0,13,6,0,11,8,0,0,0,7,0,0,14,17,6,37,87,0,107,859
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,0,20,3,0,6,0,0,3,0,0,20,44,114,25,17,34,10,11,20,38,22,10,0,0,40,53,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,21,3,6,0,19,4,35,606
13,yokohama_kohoku_tsuzuki_midori_aoba,3,94,17,0,4,0,13,22,19,3,34,63,86,302,55,114,44,50,22,0,26,4,7,0,29,62,3,7,16,3,0,0,4,0,0,0,0,0,3,8,0,3,7,0,0,0,0,4,0,0,0,4,0,0,4,0,0,7,6,0,0,0,0,4,0,0,60,11,32,26,92,0,217,1587
14,yokohama_tsurumi_kanagawa,4,65,8,19,17,9,12,25,19,2,5,29,19,15,64,58,7,11,6,2,6,3,5,0,20,25,6,0,17,6,0,0,2,4,17,4,0,8,23,0,0,13,2,4,0,0,3,4,9,2,0,0,3,0,0,0,3,5,25,2,5,0,2,0,0,0,50,13,14,44,46,0,81,872
15,kawasaki_kawasaki_saiwai_nakahara,18,58,15,21,4,14,6,8,0,0,18,9,13,24,84,102,16,6,8,3,6,8,3,0,15,7,5,19,2,16,0,0,2,0,0,0,0,21,18,9,8,27,6,0,0,2,0,0,2,0,33,4,0,0,0,0,6,4,13,0,9,0,3,6,0,0,31,25,0,21,156,3,43,959
16,kawasaki_takatsu_miyamae_tama_asao,9,44,8,3,17,0,3,23,17,3,0,0,0,50,11,30,69,6,0,0,10,0,0,0,4,10,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,35,12,25,7,26,0,36,487
17,sagamihara_city,2,15,0,0,4,15,7,17,47,30,1,24,0,13,33,34,2,388,7,0,24,14,0,0,46,44,9,16,27,5,0,0,0,0,2,5,0,0,15,7,3,0,5,5,0,0,0,0,0,0,0,0,0,14,3,0,5,0,0,1,5,0,0,5,0,0,8,14,26,64,37,0,47,1092
18,yokosuka_miura,0,2,0,0,0,0,0,0,0,0,0,15,0,5,2,0,0,0,110,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,23,3,2,10,5,0,32,235
19,kamakura_zushi_hayama,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,3,13,18,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,7,0,6,82
20,fujisawa_chigasaki_samukawa,6,20,6,10,9,6,13,15,15,10,9,33,24,21,13,9,6,26,9,76,255,36,3,0,51,77,3,0,34,3,3,3,3,10,0,0,0,0,3,3,3,4,1,3,0,0,0,0,0,3,3,3,0,0,6,0,18,8,0,1,0,0,3,3,0,0,21,12,31,35,83,9,47,1121
21,hiratsuka_oiso_ninomiya,0,6,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,3,8,12,33,51,16,0,11,33,3,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,12,11,45,8,15,299
22,odawara_manazuru_yugawara_hakone,9,0,3,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,6,24,10,6,15,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,9,0,6,114
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,7,4,0,14,3,0,0,0,0,4,0,0,0,0,0,7,21,7,3,15,37,0,3,14,0,0,0,0,0,0,0,4,0,0,10,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,11,0,4,0,54,0,13,248
24,atsugi_hadano_kiyokawa_isehara_etc,20,21,15,8,0,5,10,15,20,22,4,22,17,33,17,29,11,58,3,3,27,33,3,3,186,98,17,8,17,5,3,8,10,3,11,0,0,0,3,0,6,0,0,0,0,3,3,11,3,3,0,0,0,0,11,4,7,10,5,3,6,0,5,8,3,0,72,39,51,55,192,10,81,1360
25,zama_yamato_ebina_ayase,24,69,9,3,9,3,3,13,24,3,18,68,82,38,65,95,29,112,29,14,136,44,12,0,110,215,0,8,33,3,18,0,0,6,0,3,0,3,18,0,3,9,6,8,3,0,0,12,3,3,0,3,0,0,6,0,2,2,0,2,4,0,0,0,0,0,26,15,20,92,56,0,130,1728
26,saitama_city,26,16,20,13,0,20,24,7,7,7,0,0,0,11,0,4,0,4,0,0,0,0,10,0,5,0,236,131,97,123,0,15,68,61,7,3,0,30,24,13,11,8,4,8,0,0,0,7,8,4,3,9,0,0,3,4,35,19,31,16,7,7,0,34,0,0,26,18,14,15,26,0,72,1369
27,kawaguchi_warabi_toda,89,58,74,113,46,96,88,31,13,6,20,11,4,0,10,13,3,18,0,0,15,0,0,0,0,13,158,405,121,61,9,14,19,72,36,0,0,24,26,42,7,10,3,3,6,0,0,7,3,18,3,0,0,0,16,10,13,9,8,12,3,0,0,0,0,0,102,23,36,40,123,3,128,2293
28,asaka_wako_niiza_tokorozawa_etc,48,20,60,56,53,179,56,115,34,27,0,9,0,22,0,14,10,17,0,0,0,3,11,3,30,17,140,40,651,23,81,95,35,42,31,0,22,3,18,6,0,9,3,0,0,10,6,26,10,2,0,4,0,0,9,10,15,6,11,12,0,0,7,14,0,0,245,68,44,44,296,22,216,3062
29,soka_kasukabe_misato_koshigaya_etc,73,34,27,158,25,38,215,59,30,2,13,0,11,1,16,6,3,16,0,0,3,6,0,7,13,13,23,143,44,408,17,31,27,28,25,3,0,35,71,75,52,46,5,4,3,11,3,11,47,15,18,36,0,25,22,6,19,3,26,14,13,0,19,41,0,0,164,63,70,15,349,6,385,3191
30,hanno_hidaka_moroyama_ogose_etc,11,3,10,0,0,4,7,7,3,3,4,0,12,3,0,0,4,4,0,0,7,0,4,0,4,4,0,7,35,7,0,9,8,0,0,0,0,8,4,4,0,0,0,0,4,0,0,4,8,0,0,0,0,4,8,0,12,0,8,12,0,0,4,0,8,0,31,39,24,3,90,4,15,455
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,3,10,6,3,0,6,7,11,9,3,8,0,8,14,0,3,0,10,0,0,5,3,0,0,3,3,12,5,46,8,23,50,23,8,14,5,0,3,0,0,0,5,0,0,0,0,0,0,11,0,0,2,0,0,0,0,19,12,1,3,0,0,0,4,0,0,7,2,31,0,8,0,11,425
32,ageo_konosu_okegawa_kitamoto_etc,0,7,6,0,3,24,0,0,0,5,0,0,0,0,4,5,0,3,3,0,0,3,0,0,7,6,118,16,109,22,0,49,161,113,58,4,6,3,19,4,16,3,0,0,5,3,3,3,9,8,4,0,0,0,4,5,53,21,5,20,17,0,0,0,0,0,87,11,24,22,96,3,222,1402
33,kuki_kazo_hanyu_gyoda_etc,8,32,12,11,0,12,28,6,10,12,0,0,3,3,6,6,0,3,0,0,0,0,5,0,14,15,71,23,37,92,10,25,55,137,9,0,3,11,17,3,21,6,0,0,0,0,6,3,25,7,24,0,0,0,13,12,26,18,13,22,8,0,0,11,8,0,44,24,9,6,58,5,138,1187
34,kumagaya_fukaya_ogawa_yorii_etc,9,9,3,8,1,7,8,9,10,10,2,7,0,0,2,0,1,2,1,0,1,4,0,0,33,1,26,12,45,17,18,43,44,67,243,29,14,0,8,4,3,3,1,0,0,0,2,3,6,13,1,0,0,4,12,2,31,39,14,7,5,0,6,12,0,0,37,6,23,13,59,0,79,1076
35,honjo_kamikawa_kamisato,9,4,6,6,6,14,8,3,3,0,5,3,3,3,3,0,0,0,3,0,0,3,0,0,0,9,9,16,17,0,3,3,6,10,10,35,0,3,3,3,0,0,0,0,0,0,6,0,0,7,6,0,0,0,0,3,16,8,3,22,3,0,0,6,0,0,4,11,7,6,40,0,7,366
36,chichibu_yokoze_minano_nagatoro_etc,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,10,0,0,6,0,27,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,9,0,9,7,17,6,61,204
37,chiba_city,12,10,7,13,0,0,20,3,1,5,3,0,3,4,1,3,0,6,4,0,4,0,0,0,10,0,11,3,9,26,2,0,5,0,2,0,2,142,83,39,12,63,75,62,10,17,39,0,6,11,2,2,14,29,4,2,10,61,15,12,9,0,0,1,0,0,101,19,12,40,110,5,137,1315
38,ichikawa_urayasu_narashino_funabashi,78,171,40,304,29,41,165,35,23,10,19,50,20,11,18,42,8,16,18,10,51,11,0,0,51,41,71,47,112,110,8,43,27,61,18,4,4,94,504,97,27,130,58,45,7,50,63,51,27,10,22,25,8,37,27,31,87,86,74,44,15,0,10,18,0,0,308,111,101,90,593,9,273,4898
39,matsudo_kamagaya_kashiwa_abiko,11,7,0,27,0,3,29,0,0,0,0,0,4,0,0,0,0,3,0,0,8,0,0,0,3,0,7,3,7,41,0,0,11,0,3,0,0,14,13,110,29,17,0,0,0,7,0,6,4,0,11,8,7,3,16,4,0,3,3,0,0,0,0,0,0,0,53,24,65,25,229,10,513,1343
40,nagareyama_noda,0,7,0,8,2,2,6,24,4,0,0,6,0,0,8,2,0,0,0,0,0,0,0,0,0,0,4,7,7,138,0,3,0,8,4,0,0,4,0,15,63,0,3,0,0,0,0,4,0,2,154,41,0,0,5,0,6,0,8,0,0,0,0,0,0,0,4,5,0,13,19,0,88,675
41,yachiyo_sakura_narita_shiroi_etc,47,21,26,61,9,27,55,21,4,0,4,2,10,22,5,6,9,24,0,0,5,3,5,0,12,12,3,9,30,28,0,0,5,18,3,0,0,103,83,49,9,147,24,5,2,19,6,3,0,8,6,9,6,1,7,3,9,16,11,2,0,0,3,9,0,0,137,26,41,37,233,5,235,1743
42,ichihara_city,9,0,14,9,6,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,15,6,3,3,0,0,9,0,0,0,14,34,0,3,3,31,28,0,3,0,15,11,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,18,276
43,kisarazu_sodegaura_kimitsu_futtsu,3,0,0,2,0,0,10,5,5,0,0,6,0,2,0,6,3,0,2,0,6,0,0,5,8,5,0,2,3,0,0,0,0,0,0,0,0,0,3,2,3,0,18,230,12,0,6,0,0,0,0,0,0,8,0,0,11,2,6,0,0,0,0,2,0,0,16,13,5,19,66,2,19,518
44,katsuura_otaki_tateyama_kamogawa_etc,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,67
45,choshi_asahi_sosa_katori_etc,0,13,0,3,0,3,3,4,7,0,8,0,0,2,0,3,5,0,0,0,0,0,0,0,2,38,0,5,4,0,0,7,2,8,3,0,0,19,12,3,0,24,5,3,0,192,3,0,0,0,3,0,0,32,16,0,3,9,3,0,3,0,6,3,0,0,14,0,14,5,62,0,30,589
46,togane_mobara_sanmu_oamishirasato_etc,20,6,0,7,0,11,23,13,0,0,3,3,0,0,0,11,0,3,3,3,3,0,0,3,0,7,0,3,26,7,0,0,0,10,0,0,0,48,51,21,3,44,35,14,18,15,135,0,4,0,4,10,0,8,20,0,15,2,0,0,0,0,0,0,0,0,38,17,19,16,107,15,96,920
47,tsuchiura_ishioka_omitama_kasumigaura_etc,17,16,7,30,27,5,17,5,0,0,0,29,4,2,2,2,0,7,2,0,0,7,0,81,9,1,8,4,15,15,0,0,0,7,0,0,0,3,16,11,2,9,3,2,0,0,0,109,9,17,14,206,7,15,57,8,0,0,12,2,0,0,9,0,0,0,118,25,16,14,136,0,38,1177
48,koga_shimotsuma_yachiyo_goka_etc,18,27,14,11,21,7,7,17,7,0,7,0,4,11,3,13,4,4,4,0,0,7,0,4,0,4,16,14,6,11,0,3,7,60,6,0,0,14,10,14,7,14,7,4,0,3,7,43,147,21,79,49,11,10,16,46,11,10,35,25,3,0,7,3,0,0,63,24,0,14,37,12,68,1131
49,tsukuba_city,3,17,0,13,0,0,0,4,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,0,0,2,8,7,2,7,0,0,0,0,0,0,0,8,6,15,6,8,0,0,0,0,0,3,0,9,5,7,0,6,3,4,0,0,0,0,0,0,0,0,0,0,12,6,3,0,0,0,46,215
50,joso_bando,13,9,0,0,4,4,6,4,10,0,0,7,7,3,0,4,4,4,4,0,4,4,0,0,6,0,10,3,10,29,0,0,14,34,10,0,0,7,14,17,9,31,0,0,0,0,0,10,61,3,26,7,6,3,10,6,17,13,3,19,7,0,0,3,0,0,29,16,3,3,49,0,18,599
51,ryugasaki_toride_ushiku_moriya_etc,0,4,0,0,0,4,7,7,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,17,0,6,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,9,7,0,12,3,0,0,3,0,0,0,3,0,0,0,6,0,0,10,0,0,0,23,6,53,208
52,inashiki_miho_kawachi,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,3,0,0,0,7,3,0,0,9,0,6,0,0,0,45,0,21,0,19,9,0,10,0,0,0,3,3,0,0,3,4,0,0,0,0,0,6,24,0,19,241
53,kashima_kamisu_namegata_itako,7,6,7,26,9,4,16,0,0,4,31,3,0,0,3,4,0,3,0,0,0,0,0,0,6,0,0,2,8,7,1,0,0,5,2,0,1,2,32,0,0,7,2,4,0,13,8,12,6,6,0,5,7,105,4,8,7,17,2,12,13,0,0,1,2,0,49,9,11,7,72,0,14,593
54,mito_hitachi_kasama_hitachinaka_etc,0,13,0,4,3,3,6,4,0,0,0,0,5,0,0,0,0,10,0,0,5,4,0,0,5,3,8,3,0,3,0,0,8,5,10,0,0,3,5,9,0,8,0,0,0,5,8,44,0,3,7,10,0,13,368,11,5,0,12,11,0,0,36,12,0,0,119,49,12,24,132,60,64,1130
55,yuki_chikusei_sakuragawa,0,3,6,3,0,3,6,8,6,0,0,0,0,3,45,0,0,3,0,0,0,3,0,0,8,23,0,3,6,10,0,0,0,16,3,3,0,10,12,23,18,18,0,6,0,0,0,10,45,11,20,29,0,3,16,242,14,21,18,46,11,0,3,14,0,0,36,12,20,26,30,0,145,1022
56,maebashi_takasaki_isesaki_shibukawa_etc,7,24,10,12,0,3,5,22,0,4,0,7,7,5,3,3,0,12,0,0,3,4,7,0,8,2,24,6,13,15,4,25,17,13,52,49,16,5,0,4,0,2,3,0,0,0,2,4,0,4,0,0,0,13,2,6,1047,276,30,26,33,0,7,5,28,0,89,82,108,28,215,5,139,2548
57,kiryu_ota_tatebayashi_midori_etc,0,14,2,9,0,6,7,9,0,9,2,0,0,0,0,7,0,20,3,0,0,7,0,3,6,24,21,10,17,20,4,9,9,30,32,10,12,6,18,10,0,10,4,4,0,3,5,0,12,5,0,7,2,5,13,8,161,341,30,17,92,0,6,20,5,0,64,47,40,16,113,14,91,1473
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,4,0,14,0,3,10,0,4,0,1,0,0,0,15,3,0,1,0,0,5,4,0,0,5,0,6,6,3,0,0,0,3,9,3,0,0,7,0,0,0,0,0,3,6,0,0,7,8,0,3,4,4,0,8,10,28,35,238,20,20,0,0,50,0,0,55,19,6,44,43,3,158,879
59,tochigi_oyama_shimotsuke_nogi_etc,3,0,0,44,0,0,7,0,0,0,0,0,4,4,8,19,0,18,0,3,21,0,4,0,4,4,27,0,3,10,4,3,4,13,7,0,0,14,65,6,13,12,3,6,5,3,10,10,80,3,9,3,3,3,33,85,47,23,183,248,34,0,3,6,0,0,65,14,11,20,53,4,451,1738
60,ashikaga_sano,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,5,0,0,3,0,0,0,30,0,0,18,0,0,0,0,0,6,0,18,75,17,24,99,0,0,0,0,0,10,0,12,4,0,0,30,374
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,7,11,3,0,0,3,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,17,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
63,tochigi_north,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,4,9,3,0,0,0,0,0,9,0,0,0,3,3,0,5,0,0,5,0,0,0,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,10,10,34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,131
64,gunma_north,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,0,42,0,49,3,12,16,29,22,11,0,19,27,25,14,15,11,23,3,0,9,13,0,0,43,39,31,34,38,6,12,7,22,29,10,7,6,7,29,22,4,29,0,20,0,0,16,8,22,16,6,10,0,8,25,23,64,39,22,36,16,0,0,0,0,0,0,0,0,0,0,0,0,1047
67,hokuriku,0,23,0,61,6,4,48,16,6,15,5,27,8,11,7,4,16,28,3,3,25,7,4,0,12,34,18,17,33,37,11,3,40,38,25,17,0,2,0,18,0,31,0,14,0,3,12,10,46,0,3,0,14,0,13,13,80,18,10,35,3,0,0,0,0,0,0,0,0,0,0,0,0,936
68,yamanashi_nagano,5,43,3,10,3,0,31,23,23,4,0,23,0,3,10,2,8,49,0,3,7,14,0,0,10,11,10,16,40,12,0,3,17,6,9,7,11,0,0,0,0,15,0,5,0,0,2,5,3,4,3,0,0,0,14,3,26,15,9,4,4,0,0,0,0,0,0,0,0,0,0,0,0,530
69,shizuoka,5,24,0,10,4,3,0,12,8,3,0,79,16,8,19,12,0,12,0,3,22,17,0,6,31,38,11,18,21,16,0,3,0,3,3,0,3,1,4,0,4,11,0,3,0,7,3,6,7,0,0,3,0,0,7,16,12,19,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,539
70,chubu_west,15,102,0,85,3,23,40,59,31,28,3,39,51,61,107,65,27,123,14,3,56,55,3,11,181,150,77,84,108,115,11,20,179,98,36,7,6,36,226,34,20,137,17,53,0,34,25,91,89,8,43,22,6,10,69,18,209,74,71,55,16,0,0,0,0,0,0,0,0,0,0,0,0,3439
71,overseas,3,39,0,35,17,3,5,6,3,3,15,6,4,0,4,10,0,20,0,5,9,0,0,3,11,7,31,12,15,3,0,0,0,37,0,0,0,6,24,3,0,13,0,0,0,0,9,0,0,0,4,6,0,0,15,0,12,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427
999,unknown,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
○general_machinery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(unit: vehicles/day)
